customer_id,age,tenure_months,monthly_charges,total_charges,churn
70,19,36,45.93,1653.48,0
71,23,34,79.43,2700.62,0
72,59,34,116.92,3975.28,1
73,21,32,68.72,2199.04,0
74,46,25,60.09,1502.25,1
75,35,67,65.2,4368.4,0
76,43,59,22.31,1316.29,0
77,61,57,60.96,3474.72,0
78,51,29,74.24,2152.96,0
79,27,21,60.19,1263.99,0
80,53,21,35.72,750.12,0
81,31,71,91.99,6531.29,0
82,48,47,28.43,1336.21,0
83,65,32,98.37,3147.84,0
84,32,22,28.14,619.08,0
85,25,42,44.95,1887.9,0
86,31,11,117.72,1294.92,1
87,40,58,52.15,3024.7,0
88,57,41,88.33,3621.53,1
89,38,25,104.32,2608.0,0
90,33,16,72.98,1167.68,1
91,62,66,67.31,4442.46,0
92,35,70,34.78,2434.6,1
93,64,34,49.05,1667.7,0
94,41,46,95.45,4390.7,0
95,43,48,57.82,2775.36,1
96,42,37,27.58,1020.46,1
97,62,22,89.16,1961.52,0
98,58,7,83.2,582.4,0
99,46,47,93.04,4372.88,0
100,32,17,56.77,965.09,0
101,62,3,101.15,303.45,0
102,18,12,71.49,857.88,1
103,42,70,54.41,3808.7,0
104,24,19,83.81,1592.39,1
105,26,31,26.61,824.91,0
106,41,2,112.71,225.42,0
107,18,18,103.14,1856.52,0
108,61,55,20.18,1109.9,1
109,25,4,87.63,350.52,0
110,41,22,67.94,1494.68,0
111,28,34,35.69,1213.46,0
112,68,48,24.48,1175.04,0
113,34,70,85.29,5970.3,1
114,25,24,20.41,489.84,0
115,52,45,45.32,2039.4,0
116,52,10,92.06,920.6,0
117,50,46,58.9,2709.4,0
118,22,36,56.28,2026.08,0
119,59,51,99.1,5054.1,0
120,56,32,103.39,3308.48,0
121,58,32,76.9,2460.8,0
122,45,15,41.69,625.35,0
123,24,9,85.38,768.42,0
124,26,58,40.67,2358.86,0
125,25,36,52.23,1880.28,0
126,29,22,36.76,808.72,0
127,51,13,93.89,1220.57,0
128,50,41,20.48,839.68,0
129,65,26,29.49,766.74,0
130,40,61,33.47,2041.67,0
131,41,44,78.58,3457.52,0
132,54,30,108.56,3256.8,0
133,52,37,68.29,2526.73,0
134,61,58,97.29,5642.82,1
135,57,35,105.15,3680.25,0
136,39,49,70.56,3457.44,0
137,44,59,59.7,3522.3,0
138,52,7,115.25,806.75,0
139,18,35,101.37,3547.95,0
140,52,39,99.18,3868.02,0
141,54,6,85.74,514.44,1
142,64,65,24.22,1574.3,0
143,31,27,87.77,2369.79,1
144,20,11,101.55,1117.05,0
145,18,9,111.92,1007.28,0
146,22,10,100.29,1002.9,0
147,43,54,107.0,5778.0,0
148,31,43,62.92,2705.56,0
149,56,50,54.86,2743.0,0
150,44,46,21.53,990.38,0
151,26,63,113.65,7159.95,1
152,32,49,83.27,4080.23,0
153,32,31,110.62,3429.22,0
154,43,63,115.45,7273.35,0
155,59,8,110.33,882.64,0
156,30,40,36.54,1461.6,0
157,68,60,36.63,2197.8,0
158,49,51,106.19,5415.69,1
159,56,5,83.46,417.3,0
160,66,31,52.73,1634.63,1
161,69,7,36.79,257.53,0
162,49,45,53.62,2412.9,0
163,21,47,103.62,4870.14,0
164,47,14,45.81,641.34,0
165,54,25,71.93,1798.25,0
166,40,47,32.58,1531.26,0
167,56,46,100.23,4610.58,1
168,62,45,100.8,4536.0,0
169,32,31,55.23,1712.13,0
170,60,52,39.82,2070.64,0
171,46,4,63.95,255.8,0
172,53,46,108.29,4981.34,0
173,30,29,61.9,1795.1,1
174,49,49,110.0,5390.0,1
175,24,65,111.11,7222.15,0
176,68,1,97.36,97.36,1
177,39,68,71.25,4845.0,0
178,45,59,86.98,5131.82,1
179,19,37,37.76,1397.12,0
180,59,52,54.02,2809.04,0
181,62,2,65.73,131.46,0
182,23,21,36.45,765.45,0
183,45,29,115.72,3355.88,0
184,45,38,51.71,1964.98,0
185,61,32,58.38,1868.16,0
186,61,41,31.82,1304.62,0
187,37,22,46.57,1024.54,0
188,47,42,35.28,1481.76,0
189,28,12,78.8,945.6,0
190,45,57,77.36,4409.52,0
191,42,8,29.11,232.88,0
192,56,28,106.52,2982.56,1
193,50,57,98.92,5638.44,0
194,18,53,76.06,4031.18,0
195,44,17,59.29,1007.93,1
196,69,21,79.97,1679.37,0
197,30,51,30.85,1573.35,0
198,58,7,26.4,184.8,0
199,20,61,89.5,5459.5,0
200,56,54,22.18,1197.72,0
201,23,41,76.4,3132.4,0
202,25,60,93.69,5621.4,0
203,44,44,64.39,2833.16,0
204,26,29,103.13,2990.77,1
205,54,43,67.32,2894.76,0
206,50,37,102.88,3806.56,1
207,68,61,76.12,4643.32,1
208,59,59,31.07,1833.13,0
209,61,61,94.66,5774.26,0
210,41,20,112.01,2240.2,0
211,32,44,43.45,1911.8,0
212,49,56,38.72,2168.32,0
213,49,48,90.58,4347.84,0
214,41,15,117.11,1756.65,1
215,58,56,71.92,4027.52,0
216,69,56,27.54,1542.24,0
217,66,46,40.29,1853.34,0
218,66,57,91.57,5219.49,1
219,69,45,44.01,1980.45,0
220,29,42,82.04,3445.68,0
221,56,62,68.37,4238.94,0
222,19,8,95.08,760.64,0
223,20,14,53.65,751.1,0
224,66,26,23.56,612.56,0
225,54,41,26.73,1095.93,0
226,66,29,79.37,2301.73,0
227,34,63,29.29,1845.27,1
228,66,13,59.48,773.24,1
229,19,59,80.71,4761.89,0
230,19,47,54.5,2561.5,0
231,45,21,61.32,1287.72,0
232,40,12,106.89,1282.68,0
233,54,24,97.64,2343.36,0
234,49,21,113.82,2390.22,0
235,50,4,112.87,451.48,1
236,18,25,93.51,2337.75,1
237,36,8,62.09,496.72,1
238,19,36,60.49,2177.64,1
239,61,34,71.21,2421.14,0
240,43,50,73.96,3698.0,0
241,49,28,57.13,1599.64,0
242,23,62,54.51,3379.62,0
243,49,44,22.39,985.16,1
244,21,32,59.06,1889.92,0
245,28,8,79.92,639.36,0
246,34,54,73.31,3958.74,1
247,55,17,52.9,899.3,0
248,41,12,86.72,1040.64,0
249,22,67,35.42,2373.14,1
250,69,71,91.46,6493.66,0
251,51,26,63.03,1638.78,0
252,23,33,118.37,3906.21,0
253,39,44,80.2,3528.8,0
254,28,32,115.46,3694.72,0
255,65,38,88.39,3358.82,0
256,33,10,31.19,311.9,1
257,50,70,119.65,8375.5,0
258,26,1,95.46,95.46,0
259,23,70,83.95,5876.5,0
260,33,25,93.79,2344.75,0
261,46,52,94.6,4919.2,0
262,20,52,46.74,2430.48,0
263,37,12,24.0,288.0,0
264,53,46,24.52,1127.92,0
265,36,9,66.76,600.84,0
266,43,45,42.13,1895.85,0
267,20,36,69.94,2517.84,0
268,36,9,119.86,1078.74,0
269,37,40,64.44,2577.6,0
270,49,34,66.28,2253.52,0
271,24,53,21.22,1124.66,0
272,69,45,100.28,4512.6,0
273,58,33,113.92,3759.36,0
274,50,29,103.84,3011.36,1
275,57,38,39.16,1488.08,0
276,56,48,87.62,4205.76,0
277,35,59,56.71,3345.89,0
278,57,62,35.93,2227.66,0
279,18,35,94.95,3323.25,1
280,28,47,37.0,1739.0,1
281,45,59,21.07,1243.13,1
282,42,59,43.85,2587.15,0
283,67,2,24.6,49.2,0
284,40,60,95.46,5727.6,0
285,48,6,25.03,150.18,0
286,47,25,29.81,745.25,0
287,59,53,36.26,1921.78,0
288,52,4,29.91,119.64,0
289,24,56,66.72,3736.32,0
290,33,2,83.91,167.82,1
291,43,17,53.71,913.07,1
292,65,68,52.59,3576.12,1
293,69,48,58.23,2795.04,1
294,66,27,90.18,2434.86,1
295,19,34,24.45,831.3,0
296,18,41,119.28,4890.48,1
297,65,6,116.79,700.74,0
298,29,6,68.97,413.82,1
299,22,28,29.95,838.6,1
300,54,8,75.33,602.64,0
301,49,1,98.45,98.45,1
302,26,18,82.33,1481.94,0
303,58,47,99.44,4673.68,0
304,52,11,47.3,520.3,0
305,36,6,36.33,217.98,0
306,65,14,66.39,929.46,0
307,33,22,32.63,717.86,0
308,20,31,102.31,3171.61,1
309,37,28,53.45,1496.6,1
310,41,19,92.21,1751.99,0
311,50,1,110.85,110.85,0
312,41,67,39.5,2646.5,0
313,69,13,44.55,579.15,0
314,28,51,30.83,1572.33,0
315,66,1,21.35,21.35,1
316,25,29,25.52,740.08,0
317,53,13,39.2,509.6,0
318,55,42,114.24,4798.08,0
319,57,29,76.51,2218.79,0
320,37,16,101.04,1616.64,0
321,52,60,112.06,6723.6,0
322,65,34,24.86,845.24,0
323,42,40,64.75,2590.0,0
324,52,67,55.38,3710.46,0
325,42,55,64.68,3557.4,0
326,46,58,31.98,1854.84,1
327,35,52,118.33,6153.16,0
328,63,64,79.95,5116.8,0
329,35,4,115.43,461.72,0
330,19,48,67.81,3254.88,0
331,52,18,49.8,896.4,0
332,33,10,90.67,906.7,1
333,58,14,40.88,572.32,0
334,53,51,102.19,5211.69,0
335,50,46,115.98,5335.08,0
336,21,66,57.89,3820.74,0
337,50,61,64.38,3927.18,0
338,31,2,33.61,67.22,0
339,38,35,104.41,3654.35,0
340,65,34,61.12,2078.08,0
341,37,70,59.0,4130.0,0
342,25,68,42.31,2877.08,0
343,24,65,117.97,7668.05,1
344,20,35,76.02,2660.7,0
345,34,48,102.63,4926.24,0
346,50,47,61.21,2876.87,0
347,65,11,74.88,823.68,0
348,29,62,28.91,1792.42,0
349,68,4,68.83,275.32,0
350,39,33,52.58,1735.14,0
351,39,34,56.3,1914.2,0
352,63,35,33.38,1168.3,1
353,47,53,85.85,4550.05,0
354,55,28,31.39,878.92,0
355,55,23,114.72,2638.56,0
356,62,49,57.48,2816.52,1
357,68,2,79.87,159.74,0
358,25,26,75.17,1954.42,0
359,44,17,110.85,1884.45,0
360,44,43,25.98,1117.14,0
361,51,59,67.41,3977.19,0
362,38,66,69.66,4597.56,0
363,47,39,106.52,4154.28,0
364,50,26,91.8,2386.8,1
365,45,22,104.01,2288.22,1
366,64,22,109.12,2400.64,0
367,50,58,26.91,1560.78,1
368,22,29,110.11,3193.19,0
369,65,10,45.88,458.8,0
370,36,25,62.29,1557.25,1
371,21,21,106.92,2245.32,1
372,52,61,25.68,1566.48,0
373,66,39,33.74,1315.86,1
374,34,66,50.38,3325.08,0
375,61,6,100.18,601.08,1
376,45,1,62.19,62.19,0
377,47,28,51.24,1434.72,1
378,46,11,91.32,1004.52,1
379,63,39,101.05,3940.95,0
380,23,69,67.18,4635.42,0
381,52,18,23.7,426.6,0
382,58,20,101.24,2024.8,1
383,54,58,84.51,4901.58,0
384,41,50,71.69,3584.5,0
385,46,41,70.04,2871.64,0
386,66,18,45.99,827.82,1
387,63,34,72.04,2449.36,0
388,48,66,92.11,6079.26,0
389,52,65,27.16,1765.4,0
390,50,27,35.93,970.11,0
391,69,30,80.33,2409.9,0
392,38,1,31.64,31.64,0
393,49,41,89.92,3686.72,0
394,40,62,84.99,5269.38,0
395,50,1,60.13,60.13,1
396,20,5,98.01,490.05,0
397,35,48,50.4,2419.2,0
398,42,5,115.46,577.3,0
399,59,71,21.76,1544.96,1
400,48,26,30.8,800.8,1
401,20,49,78.93,3867.57,0
402,57,70,85.85,6009.5,0
403,63,61,119.26,7274.86,0
404,41,3,44.08,132.24,1
405,67,39,97.68,3809.52,0
406,49,49,42.75,2094.75,1
407,64,14,115.36,1615.04,0
408,39,20,63.78,1275.6,1
409,40,58,25.16,1459.28,0
410,19,44,42.66,1877.04,0
411,44,9,58.03,522.27,1
412,59,63,53.18,3350.34,1
413,19,62,61.8,3831.6,0
414,43,6,82.58,495.48,0
415,34,66,50.25,3316.5,1
416,57,43,25.09,1078.87,1
417,50,64,65.71,4205.44,1
418,26,44,63.79,2806.76,0
419,60,5,70.81,354.05,0
420,65,13,53.32,693.16,0
421,56,15,20.81,312.15,0
422,46,34,57.4,1951.6,0
423,59,56,47.28,2647.68,0
424,43,30,69.48,2084.4,1
425,52,56,28.55,1598.8,0
426,67,25,91.7,2292.5,0
427,42,68,96.23,6543.64,0
428,41,47,88.49,4159.03,1
429,30,28,97.95,2742.6,0
430,24,37,48.86,1807.82,1
431,53,36,32.27,1161.72,0
432,62,1,39.91,39.91,0
433,37,25,103.31,2582.75,1
434,18,41,107.38,4402.58,0
435,25,55,23.38,1285.9,0
436,63,69,116.63,8047.47,0
437,33,57,89.26,5087.82,0
438,31,3,118.87,356.61,0
439,29,8,38.41,307.28,0
440,68,48,102.05,4898.4,1
441,40,59,94.78,5592.02,0
442,32,36,117.96,4246.56,0
443,45,55,31.67,1741.85,0
444,51,41,101.09,4144.69,0
445,19,59,74.38,4388.42,0
446,49,34,69.93,2377.62,1
447,40,30,29.89,896.7,1
448,39,62,62.98,3904.76,0
449,68,70,71.88,5031.6,0
450,42,55,58.07,3193.85,0
451,39,22,58.92,1296.24,0
452,39,22,46.88,1031.36,0
453,66,13,111.19,1445.47,0
454,69,23,50.49,1161.27,1
455,59,18,42.64,767.52,0
456,23,66,116.68,7700.88,0
457,32,14,20.83,291.62,1
458,60,32,98.39,3148.48,1
459,54,30,42.47,1274.1,0
460,50,19,43.03,817.57,0
461,25,69,97.13,6701.97,0
462,61,48,53.98,2591.04,1
463,61,5,99.36,496.8,0
464,22,39,74.96,2923.44,1
465,56,43,97.86,4207.98,0
466,21,19,27.3,518.7,0
467,23,39,92.65,3613.35,0
468,62,59,79.39,4684.01,0
469,49,52,103.74,5394.48,0
470,69,50,38.58,1929.0,0
471,47,10,75.29,752.9,0
472,64,15,83.33,1249.95,0
473,52,60,23.42,1405.2,0
474,57,35,88.98,3114.3,0
475,69,35,79.53,2783.55,0
476,33,1,68.3,68.3,1
477,30,47,28.96,1361.12,0
478,67,63,95.29,6003.27,1
479,59,18,91.1,1639.8,0
480,47,26,71.67,1863.42,0
481,36,60,40.01,2400.6,0
482,34,18,60.25,1084.5,0
483,36,63,74.49,4692.87,0
484,45,41,67.99,2787.59,0
485,43,43,53.04,2280.72,1
486,54,38,46.81,1778.78,0
487,43,27,43.6,1177.2,0
488,40,49,52.39,2567.11,1
489,26,56,61.2,3427.2,0
490,29,49,86.6,4243.4,0
491,18,41,21.48,880.68,1
492,18,60,99.34,5960.4,0
493,64,56,29.61,1658.16,1
494,51,62,36.89,2287.18,0
495,49,62,79.77,4945.74,0
496,65,42,24.16,1014.72,1
497,42,28,104.11,2915.08,0
498,57,37,97.96,3624.52,0
499,62,20,92.57,1851.4,0
500,18,35,34.62,1211.7,0
501,33,54,47.73,2577.42,0
502,56,71,97.44,6918.24,0
503,22,6,62.9,377.4,1
504,39,19,67.7,1286.3,0
505,46,8,34.71,277.68,0
506,20,48,113.24,5435.52,0
507,29,66,118.75,7837.5,0
508,43,16,93.03,1488.48,0
509,33,24,93.08,2233.92,0
510,68,25,38.26,956.5,0
511,54,13,57.88,752.44,0
512,39,30,51.04,1531.2,1
513,46,9,34.79,313.11,0
514,31,63,48.75,3071.25,0
515,45,40,109.15,4366.0,0
516,22,7,52.98,370.86,0
517,64,32,46.79,1497.28,0
518,66,61,86.56,5280.16,0
519,47,60,44.57,2674.2,0
520,63,51,110.42,5631.42,0
521,69,40,39.3,1572.0,0
522,22,11,114.2,1256.2,0
523,29,16,95.02,1520.32,1
524,33,25,80.8,2020.0,1
525,43,32,59.95,1918.4,1
526,43,10,48.61,486.1,0
527,65,57,84.75,4830.75,0
528,38,41,45.79,1877.39,1
529,56,65,94.62,6150.3,0
530,53,32,116.63,3732.16,1
531,50,48,47.98,2303.04,0
532,47,54,67.65,3653.1,1
533,54,41,62.5,2562.5,0
534,40,61,66.63,4064.43,0
535,27,7,62.13,434.91,0
536,22,53,66.99,3550.47,0
537,53,53,35.57,1885.21,0
538,51,26,46.71,1214.46,0
539,69,61,103.11,6289.71,0
540,48,35,36.91,1291.85,0
541,27,3,58.98,176.94,1
542,36,69,32.18,2220.42,1
543,49,64,21.5,1376.0,0
544,18,11,90.51,995.61,1
545,22,6,61.0,366.0,0
546,62,2,112.62,225.24,1
547,21,65,95.8,6227.0,1
548,33,40,106.13,4245.2,0
549,41,15,53.52,802.8,0
550,33,30,84.66,2539.8,0
551,19,6,22.46,134.76,1
552,66,21,89.29,1875.09,0
553,45,57,60.07,3423.99,0
554,49,55,51.0,2805.0,0
555,44,63,109.76,6914.88,0
556,37,9,119.47,1075.23,1
557,41,52,85.68,4455.36,0
558,29,37,49.55,1833.35,0
559,67,70,108.87,7620.9,0
560,52,9,102.64,923.76,0
561,50,16,111.91,1790.56,0
562,50,32,53.42,1709.44,0
563,68,3,42.52,127.56,0
564,60,14,71.45,1000.3,0
565,54,21,116.49,2446.29,0
566,29,47,34.72,1631.84,0
567,20,21,79.96,1679.16,0
568,18,42,29.74,1249.08,1
569,50,17,50.91,865.47,1
570,57,40,34.6,1384.0,0
571,27,58,30.16,1749.28,0
572,60,4,118.75,475.0,0
573,61,42,33.76,1417.92,0
574,46,57,43.11,2457.27,0
575,30,36,39.29,1414.44,1
576,29,52,108.52,5643.04,0
577,48,22,58.54,1287.88,1
578,63,68,26.68,1814.24,0
579,19,10,72.52,725.2,1
580,68,24,36.59,878.16,0
581,67,35,87.8,3073.0,0
582,52,20,62.91,1258.2,1
583,40,52,78.57,4085.64,1
584,34,14,114.94,1609.16,0
585,43,39,82.76,3227.64,0
586,25,34,26.83,912.22,0
587,46,67,98.65,6609.55,0
588,43,12,100.69,1208.28,0
589,27,42,109.29,4590.18,0
590,43,31,58.07,1800.17,0
591,51,71,42.28,3001.88,0
592,68,9,75.34,678.06,0
593,58,51,82.47,4205.97,0
594,24,37,72.93,2698.41,0
595,21,22,94.71,2083.62,1
596,67,9,70.53,634.77,0
597,62,64,116.39,7448.96,1
598,28,63,57.87,3645.81,0
599,46,12,31.48,377.76,0
600,53,27,65.75,1775.25,0
601,42,47,49.86,2343.42,1
602,38,28,35.32,988.96,0
603,53,35,75.1,2628.5,0
604,27,38,57.29,2177.02,0
605,54,41,39.47,1618.27,0
606,26,67,78.25,5242.75,0
607,41,56,90.94,5092.64,0
608,52,9,39.21,352.89,1
609,66,3,110.42,331.26,1
610,52,51,76.5,3901.5,0
611,65,49,29.21,1431.29,0
612,53,35,67.89,2376.15,0
613,35,16,88.67,1418.72,0
614,66,40,21.61,864.4,0
615,56,69,28.55,1969.95,0
616,49,8,93.87,750.96,0
617,41,54,46.69,2521.26,0
618,40,33,55.68,1837.44,0
619,49,51,51.81,2642.31,0
620,54,2,54.27,108.54,1
621,29,38,72.82,2767.16,0
622,66,56,30.02,1681.12,0
623,30,20,102.7,2054.0,0
624,40,52,51.12,2658.24,1
625,42,9,94.39,849.51,0
626,52,65,84.49,5491.85,0
627,58,66,92.47,6103.02,0
628,47,19,78.4,1489.6,1
629,34,16,61.92,990.72,0
630,66,69,25.68,1771.92,0
631,37,20,63.52,1270.4,0
632,65,52,21.12,1098.24,1
633,42,14,20.01,280.14,0
634,39,35,44.8,1568.0,0
635,30,57,98.61,5620.77,0
636,36,34,43.7,1485.8,1
637,66,59,92.1,5433.9,0
638,53,28,75.17,2104.76,1
639,29,43,92.25,3966.75,0
640,58,35,32.92,1152.2,0
641,36,15,43.76,656.4,0
642,29,3,87.92,263.76,0
643,26,27,98.95,2671.65,1
644,24,4,77.63,310.52,1
645,45,22,22.2,488.4,0
646,31,69,115.67,7981.23,0
647,48,23,95.47,2195.81,1
648,69,13,118.83,1544.79,0
649,36,60,66.1,3966.0,1
650,64,27,20.85,562.95,1
651,33,50,44.22,2211.0,0
652,22,12,28.03,336.36,0
653,52,10,111.37,1113.7,0
654,29,49,82.92,4063.08,1
655,42,35,73.1,2558.5,0
656,69,38,51.36,1951.68,0
657,38,54,43.33,2339.82,1
658,53,20,95.52,1910.4,0
659,40,12,46.02,552.24,0
660,33,3,82.99,248.97,0
661,56,2,61.69,123.38,0
662,62,22,80.87,1779.14,1
663,59,35,68.79,2407.65,1
664,56,9,40.28,362.52,0
665,31,17,46.06,783.02,0
666,48,14,110.25,1543.5,0
667,22,32,20.81,665.92,0
668,52,59,32.52,1918.68,0
669,40,58,39.41,2285.78,0
670,46,36,23.15,833.4,0
671,60,33,65.98,2177.34,0
672,28,64,68.31,4371.84,0
673,35,13,47.76,620.88,0
674,64,34,65.76,2235.84,0
675,29,5,81.72,408.6,0
676,26,70,29.28,2049.6,0
677,27,33,64.9,2141.7,0
678,61,5,44.58,222.9,0
679,34,18,82.75,1489.5,0
680,55,18,107.74,1939.32,1
681,24,26,101.18,2630.68,0
682,63,20,68.03,1360.6,0
683,30,4,26.33,105.32,0
684,57,22,85.17,1873.74,0
685,59,9,119.59,1076.31,0
686,26,59,83.46,4924.14,0
687,67,33,22.92,756.36,1
688,44,7,32.7,228.9,0
689,19,33,55.04,1816.32,0
690,22,66,95.73,6318.18,0
691,46,59,38.4,2265.6,0
692,54,35,25.11,878.85,0
693,55,32,73.31,2345.92,0
694,36,1,57.99,57.99,0
695,25,52,45.65,2373.8,0
696,65,35,50.86,1780.1,0
697,62,40,111.35,4454.0,1
698,18,44,85.3,3753.2,1
699,39,39,112.32,4380.48,0
700,69,20,29.64,592.8,0
701,34,3,51.82,155.46,0
702,24,53,71.72,3801.16,0
703,42,12,86.26,1035.12,0
704,62,8,62.53,500.24,0
705,21,64,29.96,1917.44,0
706,53,41,86.3,3538.3,0
707,23,11,114.31,1257.41,1
708,48,26,111.44,2897.44,0
709,36,38,48.38,1838.44,0
710,61,5,104.46,522.3,1
711,56,32,92.32,2954.24,1
712,44,69,83.21,5741.49,1
713,27,15,112.33,1684.95,0
714,43,61,21.73,1325.53,1
715,36,52,116.52,6059.04,0
716,56,28,113.53,3178.84,1
717,20,19,111.91,2126.29,1
718,62,54,73.47,3967.38,0
719,30,15,29.89,448.35,0
720,67,13,69.42,902.46,1
721,45,23,100.62,2314.26,0
722,37,62,61.93,3839.66,1
723,45,25,43.7,1092.5,0
724,25,32,109.93,3517.76,0
725,58,21,43.98,923.58,0
726,56,1,114.61,114.61,0
727,18,28,43.06,1205.68,0
728,20,12,43.74,524.88,1
729,30,20,103.47,2069.4,1
730,45,51,41.29,2105.79,0
731,66,26,54.8,1424.8,1
732,42,43,75.57,3249.51,1
733,50,50,89.34,4467.0,0
734,55,28,34.67,970.76,0
735,23,26,96.86,2518.36,0
736,61,25,64.86,1621.5,1
737,62,31,109.53,3395.43,0
738,49,18,85.56,1540.08,0
739,62,40,43.07,1722.8,0
740,64,67,55.57,3723.19,0
741,38,63,99.69,6280.47,1
742,33,11,53.04,583.44,1
743,38,27,33.06,892.62,1
744,28,37,117.68,4354.16,0
745,54,12,113.92,1367.04,0
746,53,28,48.84,1367.52,0
747,52,6,56.55,339.3,0
748,36,70,107.05,7493.5,0
749,37,44,20.34,894.96,0
750,35,47,58.66,2757.02,0
751,64,36,25.53,919.08,0
752,58,44,106.57,4689.08,0
753,66,69,67.37,4648.53,1
754,31,23,119.07,2738.61,0
755,32,23,39.58,910.34,0
756,48,35,53.02,1855.7,0
757,18,69,37.36,2577.84,0
758,20,61,22.32,1361.52,0
759,33,38,113.91,4328.58,1
760,40,52,96.47,5016.44,0
761,28,2,102.71,205.42,1
762,29,19,58.82,1117.58,0
763,27,63,111.85,7046.55,0
764,49,67,28.9,1936.3,0
765,33,23,33.01,759.23,1
766,25,26,64.4,1674.4,0
767,55,30,34.34,1030.2,0
768,29,19,31.64,601.16,0
769,41,39,72.78,2838.42,0
770,45,28,39.85,1115.8,0
771,25,61,101.08,6165.88,0
772,45,48,109.6,5260.8,0
773,53,13,89.75,1166.75,0
774,43,11,43.54,478.94,0
775,25,40,97.92,3916.8,1
776,67,51,25.01,1275.51,0
777,45,70,83.56,5849.2,1
778,45,30,112.65,3379.5,0
779,54,30,79.67,2390.1,0
780,58,54,111.98,6046.92,0
781,53,7,84.38,590.66,0
782,44,67,98.73,6614.91,0
783,34,10,65.29,652.9,0
784,26,61,82.71,5045.31,0
785,50,37,25.03,926.11,0
786,37,15,22.86,342.9,1
787,30,50,33.43,1671.5,0
788,45,4,72.34,289.36,0
789,65,42,100.57,4223.94,0
790,46,68,103.29,7023.72,0
791,30,10,114.61,1146.1,0
792,63,22,48.7,1071.4,0
793,52,31,111.82,3466.42,1
794,23,28,101.8,2850.4,1
795,35,69,60.04,4142.76,0
796,68,19,59.9,1138.1,0
797,22,47,98.46,4627.62,0
798,64,24,79.7,1912.8,1
799,42,56,80.67,4517.52,0
800,19,11,48.86,537.46,0
801,27,54,99.78,5388.12,0
802,47,59,87.04,5135.36,0
803,67,65,34.24,2225.6,1
804,62,32,65.21,2086.72,0
805,22,18,58.63,1055.34,1
806,50,4,113.81,455.24,0
807,18,51,72.3,3687.3,0
808,35,47,34.72,1631.84,0
809,49,54,108.54,5861.16,1
810,64,25,37.46,936.5,1
811,66,10,81.04,810.4,0
812,28,7,60.58,424.06,0
813,38,65,34.19,2222.35,0
814,43,19,56.65,1076.35,0
815,42,7,29.99,209.93,0
816,39,45,73.48,3306.6,1
817,44,38,99.7,3788.6,0
818,66,7,80.23,561.61,0
819,30,46,82.55,3797.3,0
820,50,67,69.19,4635.73,0
821,51,8,34.58,276.64,0
822,58,3,97.46,292.38,0
823,52,12,119.86,1438.32,0
824,18,43,44.62,1918.66,0
825,38,7,111.64,781.48,0
826,65,48,27.34,1312.32,0
827,23,45,54.21,2439.45,0
828,45,25,92.75,2318.75,0
829,34,4,96.61,386.44,0
830,22,4,107.09,428.36,0
831,48,50,97.55,4877.5,0
832,22,58,64.84,3760.72,0
